Mon Mar 23 2026 09:06:08 GMT-0400 (Eastern Daylight Time) - Run Time: 3358ms

Cross Tabulation Query Form - Trip - 2022

Row: 2022 TTS zone of origin - tts22_orig
Column: 2022 TTS zone of destination - tts22_dest


Filters:
Regional municipality of household - region_hhld In 6, 
and
Primary travel mode of trip - mode_prime In D, P, T, U, 
and
Start time of trip - start_time In 530 - 2300

Trip 2022
ROW : tts22_orig
COLUMN : tts22_dest
  tts22_orig  tts22_dest      total
        6235        6045         19
        6235        6048         11
        6235        6050         16
        6235        6055         34
        6235        6060         29
        6235        6064         21
        6235        6083         37
        6235        6107        121
        6235        6113         21
        6235        6128        149
        6235        6144         37
        6235        6157        204
        6235        6170        113
        6235        6175        266
        6235        6190         76
        6235        6192         22
        6235        6195         12
        6235        6200         25
        6235        6201        312
        6235        6202         17
        6235        6204          5
        6235        6205         35
        6235        6207         21
        6235        6208         27
        6235        6209          8
        6235        6212         86
        6235        6214         30
        6235        6215         35
        6235        6222         10
        6235        6223        141
        6235        6225         34
        6235        6226         67
        6235        6228         12
        6235        6230        235
        6235        6231         12
        6235        6237         19
        6235        6238         13
        6235        6239         36
        6235        6241         44
        6235        6243         17
        6235        6244         70
        6235        6246          5
        6235        6250         45
        6235        6263         35
        6235        6264         68
        6236        1074         20
        6236        5151         42
        6236        6018         43
        6236        6031         11
        6236        6044        133
        6236        6092         38
        6236        6114         15
        6236        6119         41
        6236        6121         20
        6236        6125         18
        6236        6126         25
        6236        6138         54
        6236        6145         25
        6236        6146         63
        6236        6148         33
        6236        6154         27
        6236        6157         12
        6236        6159         21
        6236        6167         79
        6236        6170         59
        6236        6176         21
        6236        6189         34
        6236        6192         11
        6236        6195          9
        6236        6200        130
        6236        6205         10
        6236        6213         40
        6236        6217         24
        6236        6218         85
        6236        6224         15
        6236        6226         17
        6236        6228         21
        6236        6230         18
        6236        6241        116
        6236       11093         24
        6236       11441         13
        6237        1269          8
        6237        1315          8
        6237        1330         15
        6237        4451          4
        6237        5024          6
        6237        5034         35
        6237        5070          4
        6237        5126         39
        6237        5153         24
        6237        5388         16
        6237        6001         10
        6237        6004         10
        6237        6014         12
        6237        6024          8
        6237        6029         33
        6237        6030          5
        6237        6031         17
        6237        6032         24
        6237        6033         13
        6237        6041         50
        6237        6046         56
        6237        6052          4
        6237        6053         10
        6237        6054         98
        6237        6069          8
        6237        6088         32
        6237        6107          9
        6237        6110         10
        6237        6119         17
        6237        6121         17
        6237        6143          6
        6237        6145         87
        6237        6146          8
        6237        6149         33
        6237        6150         14
        6237        6156         11
        6237        6164         18
        6237        6168         31
        6237        6180          8
        6237        6183         51
        6237        6189          4
        6237        6192          4
        6237        6201         10
        6237        6205         26
        6237        6208        107
        6237        6213         97
        6237        6214         64
        6237        6215         87
        6237        6216        116
        6237        6217         79
        6237        6218        136
        6237        6221         73
        6237        6222         35
        6237        6223         10
        6237        6224        184
        6237        6225        221
        6237        6227        169
        6237        6228         33
        6237        6229         15
        6237        6233         34
        6237        6234         49
        6237        6235         19
        6237        6237         74
        6237        6238          6
        6237        6239         39
        6237        6240         33
        6237        6241         41
        6237        6243         86
        6237        6244         12
        6237        6245        234
        6237        6246          6
        6237        6247         23
        6237        6248          5
        6237        6249         23
        6237        6250         77
        6237       11266          4
        6237       11371          4
        6237       12272          5
        6237       23029         21
        6237       23039         36
        6237       24002          7
        6238        5115         41
        6238        6001         43
        6238        6003         12
        6238        6012          9
        6238        6018         10
        6238        6024         12
        6238        6025         12
        6238        6029         23
        6238        6032         28
        6238        6034         15
        6238        6038         15
        6238        6041         33
        6238        6044         19
        6238        6045         29
        6238        6047         10
        6238        6048         41
        6238        6050         23
        6238        6052         21
        6238        6054         21
        6238        6079         36
        6238        6104         20
        6238        6107          6
        6238        6119         59
        6238        6134         22
        6238        6144         11
        6238        6145         18
        6238        6146         98
        6238        6149         44
        6238        6151         39
        6238        6153         34
        6238        6155         36
        6238        6160        151
        6238        6161         44
        6238        6165         28
        6238        6170         36
        6238        6175         41
        6238        6179        111
        6238        6180        101
        6238        6185          6
        6238        6186         66
        6238        6191         86
        6238        6193         22
        6238        6195         22
        6238        6200         64
        6238        6202         27
        6238        6203         26
        6238        6208         30
        6238        6209         34
        6238        6213        112
        6238        6214         17
        6238        6215         37
        6238        6216         18
        6238        6218         37
        6238        6220        435
        6238        6222         30
        6238        6225         28
        6238        6226         17
        6238        6227         23
        6238        6228         18
        6238        6229         36
        6238        6232         23
        6238        6233         17
        6238        6234         40
        6238        6235         13
        6238        6236         10
        6238        6237         10
        6238        6240         25
        6238        6241         51
        6238        6244         43
        6238        6245         55
        6238        6246         18
        6238        6247         40
        6238        6250        100
        6238        6254         56
        6238        6256         33
        6238        6259          7
        6238        6263         25
        6238        6265         10
        6238       23012         46
        6238       98010        141
        6239        1063         15
        6239        3119         12
        6239        3303         35
        6239        4204         12
        6239        4718         15
        6239        5030         15
        6239        5076         35
        6239        5115         20
        6239        5136         14
        6239        5140         17
        6239        5150          6
        6239        5208         58
        6239        6001          6
        6239        6010         18
        6239        6011         41
        6239        6014        150
        6239        6015         14
        6239        6019         36
        6239        6021         18
        6239        6028         20
        6239        6030         30
        6239        6032         15
        6239        6046         16
        6239        6048         18
        6239        6050         46
        6239        6054         21
        6239        6055         23
        6239        6056         22
        6239        6060         26
        6239        6061         39
        6239        6088         10
        6239        6098         24
        6239        6106         18
        6239        6107          9
        6239        6111         10
        6239        6113         62
        6239        6114         22
        6239        6120         47
        6239        6122         46
        6239        6124         27
        6239        6134         39
        6239        6139         12
        6239        6145         65
        6239        6146         18
        6239        6148         28
        6239        6150        317
        6239        6151         14
        6239        6153         72
        6239        6154         18
        6239        6156         29
        6239        6157         20
        6239        6158         41
        6239        6160         11
        6239        6161         22
        6239        6162         32
        6239        6163         17
        6239        6164         34
        6239        6166         46
        6239        6170         19
        6239        6171         27
        6239        6172        136
        6239        6173         48
        6239        6175         23
        6239        6176        283
        6239        6177         22
        6239        6179         13
        6239        6181         21
        6239        6183         30
        6239        6185         51
        6239        6188         41
        6239        6190         27
        6239        6191         25
        6239        6192         39
        6239        6193          8
        6239        6195         46
        6239        6196         59
        6239        6197         21
        6239        6199         17
        6239        6200         22
        6239        6201         12
        6239        6205          9
        6239        6207         24
        6239        6209        279
        6239        6211         16
        6239        6212          8
        6239        6213         47
        6239        6214        102
        6239        6215         17
        6239        6216         16
        6239        6217         98
        6239        6218          9
        6239        6220         21
        6239        6222         22
        6239        6223         36
        6239        6224        103
        6239        6226         70
        6239        6228         45
        6239        6229        357
        6239        6230         55
        6239        6231         17
        6239        6233          9
        6239        6234         16
        6239        6235         36
        6239        6237          7
        6239        6239         52
        6239        6241         11
        6239        6243          8
        6239        6244        134
        6239        6246         80
        6239        6247         13
        6239        6250        152
        6239        6254        176
        6239        6255         13
        6239        6256         22
        6239        6262         17
        6239        6265         28
        6239       11137         12
        6239       13057         17
        6240        5034         12
        6240        5137          7
        6240        5153         24
        6240        5164         59
        6240        5297         78
        6240        6005         79
        6240        6029         42
        6240        6050          6
        6240        6082         41
        6240        6104         60
        6240        6145         89
        6240        6146         10
        6240        6152        112
        6240        6161         25
        6240        6162         93
        6240        6164         96
        6240        6167         19
        6240        6172         30
        6240        6178         24
        6240        6180         13
        6240        6193         11
        6240        6196         13
        6240        6222         16
        6240        6223         34
        6240        6224          7
        6240        6226         12
        6240        6228         11
        6240        6229         15
        6240        6230         30
        6240        6231          8
        6240        6234         10
        6240        6241         57
        6240        6243         12
        6240        6247         16
        6240        6250         37
        6240       12168          5
        6240       23047         19
        6240       99998        157
        6241        1221         10
        6241        4143         18
        6241        4456         34
        6241        4577         17
        6241        5003         26
        6241        5004         22
        6241        5007          9
        6241        5008         26
        6241        5015         30
        6241        5034         15
        6241        5074         11
        6241        5092          8
        6241        5097         20
        6241        5105          9
        6241        5108         55
        6241        5110          9
        6241        5139          5
        6241        5163          5
        6241        5278         11
        6241        5390         16
        6241        6005         59
        6241        6012         21
        6241        6015         17
        6241        6018         42
        6241        6029        182
        6241        6030         26
        6241        6031         65
        6241        6032        122
        6241        6033         25
        6241        6037         14
        6241        6038         54
        6241        6044         29
        6241        6048         60
        6241        6052         21
        6241        6054        171
        6241        6056         20
        6241        6060         22
        6241        6063          5
        6241        6079         15
        6241        6081         57
        6241        6088          5
        6241        6106         18
        6241        6142         62
        6241        6148         14
        6241        6150         10
        6241        6154         99
        6241        6157         76
        6241        6161         45
        6241        6162         11
        6241        6165         38
        6241        6166        108
        6241        6168         11
        6241        6170         47
        6241        6185         28
        6241        6186         31
        6241        6187         20
        6241        6189          3
        6241        6190         38
        6241        6191         20
        6241        6192         61
        6241        6195         83
        6241        6196         18
        6241        6197         43
        6241        6202         59
        6241        6205         88
        6241        6207         11
        6241        6208        186
        6241        6212          7
        6241        6214         19
        6241        6216        141
        6241        6217          4
        6241        6218         43
        6241        6220         46
        6241        6224         55
        6241        6225        302
        6241        6228         91
        6241        6231         30
        6241        6232         17
        6241        6234         68
        6241        6235         32
        6241        6236         13
        6241        6237         15
        6241        6238         41
        6241        6240         16
        6241        6241         60
        6241        6243         77
        6241        6244         85
        6241        6245         55
        6241        6247        156
        6241        6248         23
        6241        6252          7
        6241        6263         28
        6241       11084         19
        6241       11175         41
        6241       11273         82
        6241       12035         12
        6241       12039         14
        6241       12161         16
        6241       12337          5
        6241       23009         20
        6241       24001         31
        6241       24009         20
        6242        5137         47
        6242        5149         29
        6242        6014         31
        6242        6032         16
        6242        6059         30
        6242        6091        154
        6242        6092         62
        6242        6108         18
        6242        6123         29
        6242        6126         46
        6242        6130         14
        6242        6143         26
        6242        6151         30
        6242        6154         29
        6242        6155         19
        6242        6156         32
        6242        6162         41
        6242        6165         61
        6242        6166         12
        6242        6171         21
        6242        6174         15
        6242        6175         48
        6242        6177         60
        6242        6187         23
        6242        6190          9
        6242        6197         14
        6242        6199         17
        6242        6204         25
        6242        6207         20
        6242        6211         14
        6242        6212         35
        6242        6215         20
        6242        6216          8
        6242        6218         94
        6242        6223         69
        6242        6225         34
        6242        6230         24
        6242        6234         31
        6242        6238         12
        6242        6261        111
        6242       99998         17
        6243        5016         17
        6243        5030         17
        6243        5063         44
        6243        5148         47
        6243        6001         43
        6243        6008        113
        6243        6009         19
        6243        6011        116
        6243        6012        232
        6243        6014         34
        6243        6018         92
        6243        6028         36
        6243        6029        253
        6243        6030         70
        6243        6031        125
        6243        6032         79
        6243        6034         44
        6243        6037         67
        6243        6038         47
        6243        6044         32
        6243        6045        175
        6243        6048        330
        6243        6050        167
        6243        6052          5
        6243        6053         79
        6243        6054         88
        6243        6055        166
        6243        6057         91
        6243        6060        103
        6243        6061        197
        6243        6065         17
        6243        6066         12
        6243        6070         99
        6243        6079         10
        6243        6088         48
        6243        6100          8
        6243        6104        180
        6243        6112         33
        6243        6113         22
        6243        6123         28
        6243        6133         74
        6243        6134        101
        6243        6138         28
        6243        6142         14
        6243        6143         23
        6243        6145        128
        6243        6148         61
        6243        6149         33
        6243        6150         10
        6243        6153         24
        6243        6154        381
        6243        6155        228
        6243        6156         32
        6243        6157         19
        6243        6160         61
        6243        6164        127
        6243        6165         37
        6243        6166         18
        6243        6167         14
        6243        6169         51
        6243        6170         70
        6243        6172        143
        6243        6174         96
        6243        6175        167
        6243        6178         37
        6243        6180         12
        6243        6181         10
        6243        6185         41
        6243        6186         12
        6243        6188         16
        6243        6189         17
        6243        6190         78
        6243        6191         12
        6243        6192         37
        6243        6195        169
        6243        6196        284
        6243        6201         15
        6243        6203         24
        6243        6207         22
        6243        6208        115
        6243        6213         99
        6243        6214         11
        6243        6216         52
        6243        6217         16
        6243        6218        103
        6243        6220        146
        6243        6221         69
        6243        6225        497
        6243        6226         55
        6243        6227        102
        6243        6228         87
        6243        6229         44
        6243        6231         56
        6243        6232         44
        6243        6234        167
        6243        6236         17
        6243        6237        210
        6243        6238         37
        6243        6239          8
        6243        6240          7
        6243        6241         85
        6243        6243         86
        6243        6244          5
        6243        6245         30
        6243        6247        279
        6243        6248         12
        6243        6250        233
        6243        6254         62
        6243        6256         22
        6243        6258        100
        6243        6263        111
        6243       11083         37
        6243       11093         26
        6243       12003         31
        6243       23033         16
        6243       24004         30
        6243       99998         39
        6244        5016          5
        6244        5115          5
        6244        5139          5
        6244        5145         53
        6244        5154         18
        6244        5213         30
        6244        6004         17
        6244        6031         51
        6244        6041         29
        6244        6044         31
        6244        6050          9
        6244        6053         21
        6244        6060         23
        6244        6088         14
        6244        6127         16
        6244        6133         15
        6244        6138         12
        6244        6142         17
        6244        6143         26
        6244        6148         66
        6244        6149        110
        6244        6150         19
        6244        6151         63
        6244        6153         59
        6244        6155         12
        6244        6157         19
        6244        6158         26
        6244        6162         64
        6244        6165         15
        6244        6167         31
        6244        6171         10
        6244        6174        141
        6244        6175         22
        6244        6180         17
        6244        6182         44
        6244        6185          8
        6244        6188         37
        6244        6190         61
        6244        6191         20
        6244        6193         11
        6244        6195        108
        6244        6196         14
        6244        6197          5
        6244        6200         36
        6244        6201         10
        6244        6202         24
        6244        6204         46
        6244        6209          5
        6244        6212        126
        6244        6214         42
        6244        6215        141
        6244        6217         11
        6244        6218        282
        6244        6220         67
        6244        6222         10
        6244        6223         30
        6244        6224          4
        6244        6227         11
        6244        6228         37
        6244        6229        132
        6244        6230          9
        6244        6233         10
        6244        6234         61
        6244        6235          5
        6244        6237         52
        6244        6239        108
        6244        6241         89
        6244        6243         24
        6244        6244        146
        6244        6245          4
        6244        6246        117
        6244        6247        269
        6244        6248         64
        6244        6250        173
        6244        6255         21
        6244        6256         51
        6244        6263          9
        6244       99998        141
        6245        1022         14
        6245        1054          9
        6245        5003         12
        6245        5005         27
        6245        5010         34
        6245        5013         28
        6245        5016          9
        6245        5024         71
        6245        5027         34
        6245        5034         17
        6245        5090         20
        6245        5134         35
        6245        5135         19
        6245        5371          8
        6245        6013         35
        6245        6015         14
        6245        6018         83
        6245        6019        142
        6245        6024         28
        6245        6025          9
        6245        6029         39
        6245        6030         12
        6245        6032         28
        6245        6042          9
        6245        6044          8
        6245        6052         12
        6245        6054        167
        6245        6056         15
        6245        6091        156
        6245        6092         18
        6245        6107         70
        6245        6110         14
        6245        6131         24
        6245        6135         27
        6245        6138         18
        6245        6143         11
        6245        6150         74
        6245        6154         14
        6245        6160         73
        6245        6161         11
        6245        6163         38
        6245        6164         74
        6245        6166         28
        6245        6170          8
        6245        6175         18
        6245        6177          9
        6245        6180          6
        6245        6183        138
        6245        6186         20
        6245        6192         79
        6245        6193         17
        6245        6194         36
        6245        6198         15
        6245        6199         17
        6245        6201        111
        6245        6205         56
        6245        6208          5
        6245        6209         58
        6245        6213         28
        6245        6216         19
        6245        6217         66
        6245        6218         59
        6245        6221          4
        6245        6223         49
        6245        6225         29
        6245        6226         19
        6245        6227         30
        6245        6228         93
        6245        6229         52
        6245        6231         30
        6245        6232         19
        6245        6233         12
        6245        6235         16
        6245        6237        149
        6245        6238         32
        6245        6239         19
        6245        6241        108
        6245        6242         29
        6245        6243         18
        6245        6244         11
        6245        6245        174
        6245        6246         16
        6245        6247        105
        6245        6248        282
        6245        6250         37
        6245        6260         14
        6245        6263         12
        6245       11182         19
        6245       11273         44
        6245       11368         14
        6245       11477         34
        6245       11478         11
        6245       11485         19
        6245       12386         19
        6245       19217         22
        6245       24001         16
        6245       98008         53
        6245       99998         66
        6246        1067         31
        6246        1166         12
        6246        2053          5
        6246        5009         18
        6246        5010         22
        6246        5137         50
        6246        5183          5
        6246        5405         23
        6246        6011        141
        6246        6012         35
        6246        6015         46
        6246        6031         23
        6246        6034         11
        6246        6041         11
        6246        6054         34
        6246        6056         14
        6246        6058         70
        6246        6069         27
        6246        6097         15
        6246        6103         34
        6246        6110         32
        6246        6120         29
        6246        6132         10
        6246        6154         51
        6246        6161         42
        6246        6165         18
        6246        6166         18
        6246        6171          5
        6246        6172          9
        6246        6173         36
        6246        6181         19
        6246        6189         36
        6246        6191         20
        6246        6192         12
        6246        6195         28
        6246        6199         36
        6246        6201         31
        6246        6205         16
        6246        6208         48
        6246        6209         67
        6246        6211         24
        6246        6213         16
        6246        6215         14
        6246        6216         18
        6246        6220         14
        6246        6224         10
        6246        6225         55
        6246        6226         38
        6246        6229          6
        6246        6230         40
        6246        6235          5
        6246        6237          6
        6246        6239         74
        6246        6241        136
        6246        6243         16
        6246        6244         14
        6246        6245         16
        6246        6246          5
        6246        6247         12
        6246        6248         19
        6246        6250         39
        6246        6258         26
        6246        6259         11
        6246       98010        141
        6247        1053         35
        6247        1125         38
        6247        1168         17
        6247        1512         14
        6247        4270         93
        6247        4534         24
        6247        4540         36
        6247        4670         11
        6247        4672         25
        6247        5016         35
        6247        5104         30
        6247        5136         30
        6247        5137         50
        6247        5139         45
        6247        6002          9
        6247        6011         21
        6247        6013         26
        6247        6014         70
        6247        6017        152
        6247        6018         10
        6247        6019          6
        6247        6021        110
        6247        6027         38
        6247        6028         65
        6247        6029        178
        6247        6030         53
        6247        6031        196
        6247        6032        141
        6247        6035         87
        6247        6038         70
        6247        6041        114
        6247        6044         10
        6247        6045         55
        6247        6050         45
        6247        6052         11
        6247        6054         20
        6247        6056         16
        6247        6060         35
        6247        6092         12
        6247        6093         46
        6247        6103         35
        6247        6107         29
        6247        6121         17
        6247        6125         19
        6247        6133         16
        6247        6142         29
        6247        6146         41
        6247        6150         47
        6247        6152         37
        6247        6154         10
        6247        6159          9
        6247        6161         69
        6247        6163         64
        6247        6166         11
        6247        6167         62
        6247        6170         22
        6247        6171         87
        6247        6173        148
        6247        6176         91
        6247        6180         55
        6247        6181         10
        6247        6182         86
        6247        6183         57
        6247        6185         23
        6247        6191         33
        6247        6193         69
        6247        6194         84
        6247        6195         13
        6247        6196         66
        6247        6198         57
        6247        6201         21
        6247        6203         34
        6247        6207          5
        6247        6208        203
        6247        6213        125
        6247        6214          9
        6247        6215         15
        6247        6216        250
        6247        6217         12
        6247        6220         41
        6247        6222         54
        6247        6224        122
        6247        6225        406
        6247        6226          6
        6247        6227         13
        6247        6228         85
        6247        6229         34
        6247        6231        104
        6247        6233         59
        6247        6234         12
        6247        6235        113
        6247        6237          5
        6247        6238         40
        6247        6239         13
        6247        6240        180
        6247        6241        156
        6247        6243        225
        6247        6244         40
        6247        6245         57
        6247        6246         17
        6247        6247        128
        6247        6250        127
        6247        6254         11
        6247        6255         79
        6247        6265         15
        6247       11013         14
        6247       12333         18
        6247       14014         43
        6247       24009         55
        6247       98008         51
        6247       99998         16
        6248        1317        141
        6248        4354         46
        6248        4602          5
        6248        5008          5
        6248        5046         24
        6248        5050        141
        6248        5108          8
        6248        5115         36
        6248        5116          9
        6248        5123        141
        6248        5125          5
        6248        5134         26
        6248        5147         24
        6248        5153          5
        6248        6014         52
        6248        6029          5
        6248        6031        136
        6248        6057        246
        6248        6088          8
        6248        6091         16
        6248        6138         42
        6248        6146         87
        6248        6161        138
        6248        6170        120
        6248        6172          7
        6248        6184          5
        6248        6185         51
        6248        6189         26
        6248        6197         79
        6248        6199        223
        6248        6209          5
        6248        6213         16
        6248        6217         26
        6248        6218          5
        6248        6223         15
        6248        6225         26
        6248        6232          9
        6248        6233        234
        6248        6234          5
        6248        6237         14
        6248        6241         23
        6248        6243          5
        6248        6244         30
        6248        6245        423
        6248        6246         14
        6248        6250        154
        6248        6258         43
        6248       11004         32
        6248       11300         34
        6248       12230          5
        6249        5089         34
        6249        6003         13
        6249        6045         10
        6249        6060         10
        6249        6088         15
        6249        6098         23
        6249        6117         68
        6249        6118         16
        6249        6133         11
        6249        6165         26
        6249        6167         16
        6249        6178         26
        6249        6182         44
        6249        6200         19
        6249        6205         17
        6249        6222         23
        6249        6235         16
        6250        1017         19
        6250        1313         17
        6250        3121         21
        6250        4478         13
        6250        4534         17
        6250        4608         21
        6250        5016         24
        6250        5025         29
        6250        5101         18
        6250        5108         36
        6250        5115          3
        6250        5139         34
        6250        5286          4
        6250        6013          9
        6250        6015         14
        6250        6025         37
        6250        6028         13
        6250        6029         48
        6250        6031         38
        6250        6032         23
        6250        6036         34
        6250        6038         54
        6250        6048        290
        6250        6052          8
        6250        6054         78
        6250        6061         25
        6250        6069        115
        6250        6087         18
        6250        6088         20
        6250        6092         25
        6250        6108         12
        6250        6120         42
        6250        6121         13
        6250        6122         36
        6250        6124         75
        6250        6130         18
        6250        6139         11
        6250        6144         58
        6250        6145         11
        6250        6146         72
        6250        6150         76
        6250        6154        235
        6250        6155         19
        6250        6157          5
        6250        6160         14
        6250        6161         56
        6250        6162         54
        6250        6164        108
        6250        6165        143
        6250        6169         96
        6250        6172         11
        6250        6173         29
        6250        6180         40
        6250        6183         37
        6250        6190         28
        6250        6192         14
        6250        6195        130
        6250        6196         35
        6250        6197         18
        6250        6198         22
        6250        6199         23
        6250        6200          7
        6250        6201        128
        6250        6202        157
        6250        6208        203
        6250        6209          8
        6250        6210          7
        6250        6211          9
        6250        6212         21
        6250        6213         17
        6250        6214         58
        6250        6215        265
        6250        6216         66
        6250        6217         12
        6250        6218        164
        6250        6219         18
        6250        6222        110
        6250        6223         90
        6250        6224         15
        6250        6225        124
        6250        6227         48
        6250        6228         63
        6250        6229        110
        6250        6230         71
        6250        6231         46
        6250        6233         73
        6250        6234         36
        6250        6235         57
        6250        6237         30
        6250        6238        100
        6250        6239        116
        6250        6240         37
        6250        6241         22
        6250        6242         41
        6250        6244        221
        6250        6245        120
        6250        6246          5
        6250        6247        127
        6250        6248        176
        6250        6250        501
        6250        6251         22
        6250        6262        134
        6250        6264         58
        6250        6265         57
        6250       12005         10
        6250       23009         53
        6250       23015         10
        6250       24001         21
        6250       98008         12
        6251        1408          9
        6251        5046         27
        6251        6005         43
        6251        6018         29
        6251        6029         20
        6251        6030         37
        6251        6044         54
        6251        6045         14
        6251        6066         33
        6251        6100         17
        6251        6104          8
        6251        6109          6
        6251        6137          4
        6251        6148         19
        6251        6150         10
        6251        6151         35
        6251        6167         19
        6251        6171         18
        6251        6190         73
        6251        6191         32
        6251        6199         16
        6251        6202         27
        6251        6214         46
        6251        6223         44
        6251        6230         22
        6251        6231         67
        6251        6235         93
        6251        6247          5
        6251        6250         36
        6251        6254         12
        6251        6255         43
        6251        6263         32
        6251        6264         16
        6251        6265         61
        6251       12366         42
        6251       24009         93
        6252        5016         13
        6252        5030         14
        6252        5125         22
        6252        6034         13
        6252        6088         15
        6252        6124         23
        6252        6135         11
        6252        6172         12
        6252        6189         13
        6252        6209          4
        6252        6224         18
        6252        6241          7
        6253        3006         13
        6253        4589        103
        6253        4617         12
        6253        5025         12
        6253        5073         25
        6253        5080         25
        6253        5081         18
        6253        5107        134
        6253        5109        132
        6253        5126        134
        6253        5134         10
        6253        5136         44
        6253        5138         44
        6253        5143         18
        6253        5150         25
        6253        5307         14
        6253        6030         17
